,Malware,Phishing,Exploits,Fraudlent Services,Unwanted Programs,Spammers,Unlabelled
263753,176,54,3,2,0,0,0
7050,1,0,3,0,0,0,0
7057,7,0,0,4,0,0,0
7054,1,0,0,0,0,0,0
33982,2,0,0,0,4,0,0
33983,78,0,4,98,0,0,0
33986,0,4,0,0,0,0,0
54755,204,0,0,0,0,0,0
33984,34,0,0,32,3,0,0
30762,0,0,0,0,3,0,0
15930,0,0,2,0,0,0,0
15936,26,0,0,0,0,0,0
30764,2299,0,0,8,0,0,0
6994,1,0,0,0,0,0,0
30986,2,0,0,0,0,0,0
30985,2,4,0,0,0,0,0
30983,8,0,0,0,0,0,0
34400,6,0,1,0,0,0,0
40787,42,0,0,0,100,0,0
39379,4,0,0,0,0,0,0
39377,28,0,0,0,0,0,0
39375,40,0,0,0,0,0,0
39373,0,0,0,0,3,0,0
40788,5,1,0,0,0,0,0
31588,12,0,0,0,0,0,0
24381,0,0,0,2,0,0,0
16020,2,0,0,0,0,0,0
59,5,0,0,0,0,0,0
55,2,1,0,0,0,0,0
31581,30,0,0,0,0,0,0
31585,21,0,0,0,0,0,0
50274,8,0,0,0,0,0,0
47839,0,0,1,0,0,0,0
47527,26,1,0,0,0,0,0
47526,96,0,4,0,0,0,0
47524,511,0,1,0,0,0,0
47830,44,0,0,0,0,0,0
47521,76,33,2,60,0,0,0
43769,1,0,0,0,0,0,0
50181,3,0,0,0,0,0,0
134860,0,0,0,1,0,0,0
40438,39,5,0,2,4,0,0
50186,13,0,0,0,0,0,0
25000,1,0,0,0,0,0,0
9993,3,0,0,0,6,0,0
40430,8,0,0,0,0,0,0
40431,1,0,1,0,0,0,0
11032,1,0,0,0,0,0,0
28232,1,0,0,0,0,0,0
28233,142,0,0,0,0,0,0
25003,1,0,0,0,0,0,0
14519,17,0,0,9,0,0,0
262808,14,0,0,4,0,0,0
21017,24,0,0,0,0,0,0
263354,2,0,0,0,0,0,0
394502,1,0,0,0,0,0,0
42322,32,0,0,0,0,0,0
47781,316,0,31,14,0,2,0
134867,1,0,0,0,0,0,0
51216,3,0,0,0,0,0,0
262807,1,0,0,0,0,0,0
60573,2,0,0,0,0,0,0
50989,1,10,0,0,0,0,0
43203,13,0,0,0,0,0,0
43200,4,6,0,0,0,0,0
43201,1,0,0,0,0,0,0
21011,7,3,0,0,5,0,0
43205,777,8,1,1,0,0,0
50981,1,0,0,0,0,0,0
43209,1,0,0,0,0,0,0
50984,2,0,0,0,0,0,0
201719,5,0,0,0,0,0,0
50986,12,0,0,0,0,0,0
51054,2,0,0,0,0,0,0
19165,2,1,0,0,0,0,0
19166,10,0,0,0,0,0,0
47836,0,0,0,0,2,0,0
32800,1,0,0,0,0,0,0
199202,2,0,0,0,0,0,0
51052,125,0,0,0,0,0,0
11351,6914,20,6,23,0,0,0
197860,648,0,0,0,0,0,0
32808,1,0,0,0,0,0,0
51059,0,0,0,8,0,0,0
61322,2,0,0,0,0,0,0
47833,0,0,0,4,0,0,0
61327,2,0,0,0,0,0,0
51582,59,0,0,0,0,0,0
55002,871,295,21,411,17,1,0
51580,1,0,0,0,0,0,0
53271,2,0,0,0,0,0,0
47655,1,0,0,0,0,0,0
47306,6,0,0,0,0,0,0
132783,1,0,0,0,0,0,0
23674,31,2,0,0,0,0,0
51630,247,0,1,2,0,35,0
23818,1,0,0,1,0,0,0
51632,197,0,18,2,0,2,0
23816,3,2,0,0,65,0,0
204016,2,0,0,0,0,0,0
25141,10,0,1,0,0,0,0
198930,0,2,0,0,0,0,0
25143,0,0,0,0,1,0,0
25145,10,0,0,0,0,0,0
25144,14,0,1,0,0,0,0
25147,1,0,0,0,0,0,0
25146,0,0,0,0,2,0,0
60490,0,3,0,0,0,0,0
25148,6,1,0,0,16,0,0
60494,38,10,5,1,0,0,0
60496,8,0,0,4,0,0,0
25418,2,0,0,0,0,0,0
33796,142,0,1,0,0,0,0
262666,0,1,0,0,0,0,0
266320,2,0,0,0,0,0,0
262663,1,0,0,0,0,0,0
53984,1,0,0,0,0,0,0
262669,15,0,0,0,0,0,0
135017,0,2,0,0,0,0,0
27701,0,0,1,0,0,0,0
46071,1,0,0,8,0,0,0
42555,30,0,0,0,0,0,0
42005,213,46,3,197,21,2,0
42556,3,0,0,0,0,0,0
42003,13,0,0,0,0,0,0
42553,0,2,4,0,0,0,0
42000,6,2,0,0,0,0,0
198938,0,3,0,0,0,0,0
52233,5,0,0,0,0,0,0
52232,2,0,0,0,0,0,0
56202,0,0,3,0,0,0,0
52236,11,3,0,0,0,0,0
134077,1,0,0,0,0,0,0
6690,50,0,2,0,0,0,0
6697,1624,303,19,100,5,0,0
56209,37,0,0,0,0,0,0
6694,6,0,0,0,0,0,0
53181,1,0,0,0,0,0,0
53182,1,0,0,0,0,0,0
39972,17,0,0,0,0,0,0
53185,2,0,0,0,0,0,0
53186,1,0,0,0,0,0,0
45014,2,9,0,11,5,0,0
201979,0,0,0,0,5,0,0
201978,111,10,7,17,0,0,0
41044,6,0,1,0,0,0,0
7838,181,2,0,0,0,0,0
16353,19,0,0,0,0,0,0
16350,10,0,0,2,0,0,0
16351,0,0,0,0,2,0,0
7832,2,0,0,0,0,0,0
7835,0,0,0,22,0,0,0
198063,2,0,0,0,6,0,0
3300,2,0,0,0,0,0,0
12112,8,0,0,0,0,0,0
6342,4,0,0,0,0,0,0
133449,0,0,0,8,0,0,0
12119,10,0,0,0,0,0,0
48020,32,0,0,46,0,0,0
44016,15,0,0,0,0,0,0
56067,663,120,12,2368,0,0,0
17195,6,0,0,0,0,0,0
40061,4,0,0,0,0,0,0
57333,14,0,0,0,0,0,0
9600,3,3,0,0,1,0,0
57331,4,0,0,0,0,0,0
9605,31,43,0,0,42,0,0
9604,4,0,0,0,1,0,0
9354,22,0,0,0,0,0,0
9609,1,0,0,0,0,0,0
53365,42,1,0,4,0,0,0
10175,7,0,0,0,0,0,0
36965,4,0,0,0,0,0,0
21246,134,0,0,0,0,0,0
21244,0,1,0,0,0,0,0
21713,2,0,0,0,0,0,0
37560,159,0,0,0,0,0,0
198068,646,108,16,131,3,3,0
46690,2,0,0,0,0,0,0
21717,1,0,0,0,0,0,0
37390,1,0,0,0,0,0,0
63410,676,162,14,305,5,0,0
21249,47,0,0,0,0,0,0
8999,77,5,0,0,0,0,0
3786,5535,834,66,147,59,1,0
3784,2,0,0,0,0,0,0
197602,1,0,0,0,0,0,0
8990,291,1,0,0,0,0,0
8997,403,27,0,5,0,0,0
41209,2,0,0,0,0,0,0
45528,51,0,0,0,0,0,0
203716,1,0,0,1,0,0,0
41200,3,0,0,0,0,0,0
41201,7,0,0,0,0,0,0
48335,2,0,0,0,0,0,0
41206,4,0,0,0,0,0,0
48330,251,0,8,1,1,0,0
33798,8,0,0,0,0,0,0
44128,197,38,3,112,3,0,0
44124,11,0,0,0,0,0,0
42387,59,4,0,0,0,0,0
44123,1,0,0,0,0,0,0
44692,1,0,0,0,0,0,0
44693,1,0,0,0,0,0,0
37692,108,4,2,117,0,0,0
37693,26,3,4,2,0,0,0
200628,2,0,0,0,0,0,0
15026,0,0,0,0,3,0,0
14072,2,0,0,0,0,0,0
29632,20,0,6,0,0,0,0
3253,165,7,0,4,0,0,0
3254,185,7,0,25,11,0,0
3255,915,29,6,6,1,0,0
33694,3,0,0,0,32,0,0
3257,1045529,84834,193,76,7621,0,0
13243,1,0,1,0,0,0,0
203544,58,0,0,0,0,0,0
35132,6,3,0,8,0,0,0
199577,18,0,0,0,0,4,0
13246,91,0,2,24,3,0,0
31100,24,0,15,77,0,2,0
13249,677,4,0,0,3,0,0
203822,20,21,0,6,0,0,0
203821,1,0,0,0,0,0,0
263536,2,0,0,0,0,0,0
2859,8,0,0,0,0,0,0
44349,25,0,5,0,0,0,0
31102,1,1,0,0,0,0,0
39668,1,0,0,0,0,0,0
44341,6,0,0,0,0,0,0
202667,21,0,1,0,0,0,0
2857,2,0,0,0,0,0,0
2856,395,51,6,12,14,1,0
3333,1,0,0,0,0,0,0
5463,5,0,1,0,0,0,0
5462,1,0,0,0,0,0,0
5464,39,2,1,16,0,0,0
3335,1,0,0,0,0,0,0
47782,19,0,0,3,0,0,0
14211,30,6,0,0,2,0,0
3339,2,0,0,0,0,0,0
28533,2,0,0,0,0,0,0
14217,1,0,0,0,0,0,0
20042,1,0,0,0,0,0,0
30517,24,0,1,2,0,0,0
30511,0,0,0,0,2,0,0
48595,2601,0,1,0,0,0,0
48594,220,18,0,37,0,0,0
17597,7,0,0,0,0,0,0
38767,113,29,2,37,0,0,0
62235,1,0,0,0,0,0,0
36617,0,0,0,0,1,0,0
16276,980549,18289,18366,19636,4851,104,0
57970,2,0,0,0,0,0,0
198509,1,0,0,0,0,0,0
28725,4,0,0,0,0,0,0
20093,34,0,0,45,8,0,0
19950,7,0,0,0,0,0,0
57972,45,23,0,1160,0,0,0
18176,4,0,0,0,0,0,0
395378,33,4,0,12,0,0,0
33693,1,0,0,1,0,0,0
395374,134,21,4,4,7,0,0
56815,66,0,0,0,0,1,0
60108,3,0,0,0,0,0,0
29240,1,0,0,0,0,0,0
262488,2,0,0,0,0,0,0
196682,22,0,0,21,0,0,0
196689,19,0,0,191,0,0,0
264892,0,2,0,0,0,0,0
263326,2,0,0,0,0,0,0
17670,3,0,0,0,0,0,0
29918,0,2,0,0,0,0,0
17671,4,0,0,0,0,0,0
47311,139,0,148,0,0,0,0
23660,16,0,0,0,2,0,0
23661,5,0,0,0,0,0,0
262324,1,0,0,0,0,0,0
47316,2,0,2,4,0,0,0
47317,26,2,0,6,0,0,0
23668,2,0,0,0,0,0,0
1239,233222,19724,56,29,2242,0,0
8287,1,0,0,0,0,0,0
8285,13,3,0,0,0,0,0
27716,155,0,79,44,0,6,0
8283,2,0,0,0,0,0,0
8280,1,0,0,4,0,0,0
27715,6185,780,91,361,0,6,0
263265,1,0,0,0,0,0,0
394973,0,0,0,0,1,0,0
25973,23,0,1,8,1,0,0
25976,2,0,0,0,0,0,0
6503,315,30,0,8,0,0,0
59370,8,4,0,0,0,0,0
15031,49,6,2,16,2,0,0
8455,190,9,57,1,44,0,0
6505,4,2,0,0,0,1,0
59376,4,4,0,0,0,0,0
35122,6,0,0,0,0,0,0
35123,0,3,0,0,0,0,0
35120,64,0,0,0,0,0,0
29629,12,0,1,1,0,0,0
35125,8,0,0,0,0,0,0
31178,107,107,5,0,0,0,0
39494,7,0,1,0,0,0,0
9643,6,0,0,0,0,0,0
55492,1,0,0,0,0,0,0
262498,1,0,0,0,0,0,0
32475,17902,3994,391,2961,251,13,0
23487,29,0,0,2,0,0,0
32477,2,177,0,0,0,0,0
3801,70,10,0,0,0,0,0
3800,260,33,4,58,4,0,0
8462,115,3,0,1,0,0,0
34612,1,0,0,0,0,0,0
34610,5,0,0,0,0,0,0
8466,20,0,0,0,0,0,0
34279,1,0,0,4,0,0,0
34619,3226,499,57,463,0,6,0
4670,338,37,5,2,0,0,0
39140,0,5,0,0,0,0,0
47780,4,0,0,0,0,0,0
1967,6,4,0,0,0,0,0
35699,2,0,0,0,0,0,0
31399,2,0,0,0,0,0,0
50049,63,0,0,6,0,0,0
24593,14,0,0,0,0,0,0
24592,45,581,4,16,21,1,0
50516,2,0,0,0,0,0,0
7552,3557,129,17,66,4,0,0
50515,122,9,3,11,0,8,0
7557,18,0,0,8,0,0,0
35695,9,0,0,13,0,0,0
196705,24,0,0,0,0,0,0
35873,2,0,0,0,0,0,0
32618,206,0,0,0,16,0,0
16109,114,0,22,1,0,0,0
32613,14458,679,199,780,95,3,0
19332,3,0,0,0,0,0,0
51937,4,0,0,0,0,0,0
51056,2,0,0,0,0,0,0
19337,15,0,0,0,0,0,0
19624,1,4,0,8,0,0,0
22281,2,0,0,0,0,0,0
131246,0,4,0,0,0,0,0
6693,0,8,0,0,0,0,0
52913,3,0,0,0,0,0,0
52918,1,0,0,0,0,0,0
57142,1,0,0,0,0,0,0
60860,2,0,0,0,0,0,0
13886,131,31,2,63,9,0,0
263818,1,0,0,0,0,0,0
26447,1,0,0,0,0,0,0
24621,3,2,0,0,0,0,0
24627,5,0,0,0,0,0,0
24626,5,2,0,0,0,0,0
24624,2,0,0,0,0,0,0
25620,54,2,0,0,0,0,0
62250,1,0,0,0,0,0,0
201360,1,0,0,0,0,0,0
24973,92,21,2,1,0,0,0
11357,5,0,0,8,0,0,0
24971,1859,106,94,1486,10,0,0
135543,6,1,2,0,0,0,0
9272,0,1,0,0,0,0,0
22759,17,0,0,0,0,0,0
22758,0,0,0,0,2,0,0
58597,1,0,0,3,0,0,0
9274,2,0,0,0,0,0,0
58594,1,0,0,0,0,0,0
43541,829,95,102,37,7,0,0
31820,1,22,0,0,0,0,0
43013,1,0,0,0,0,0,0
36868,3,0,0,0,0,0,0
43011,3,0,1,0,0,0,0
43010,11,0,0,0,0,0,0
43548,1,0,0,0,0,0,0
133050,0,0,0,10,0,0,0
199012,0,0,0,0,2,0,0
10725,0,0,0,8,0,0,0
51589,1,0,0,0,0,0,0
14495,0,3,0,0,0,0,0
50057,0,13,0,0,0,0,0
201500,1,0,0,0,0,0,0
14494,0,0,0,0,1,0,0
31365,187,8,4,9,0,0,0
20313,0,0,0,2,0,0,0
17506,1559,162,104,156,27,16,0
39789,1,0,0,0,0,0,0
17501,18,1,0,0,0,0,0
45942,2117,0,0,0,0,0,0
196903,1,0,0,0,0,0,0
196901,98,0,0,0,0,0,0
13476,2,0,0,0,0,0,0
51583,0,12,0,0,0,0,0
41947,6500,16,89,27,8,67,0
41943,10,0,0,0,1,0,0
35684,0,0,0,6,0,0,0
263244,1,0,0,0,0,0,0
25086,45,1,0,2,0,0,0
64074,1,0,0,0,0,0,0
52669,2,0,0,0,0,0,0
11650,4,0,0,0,0,0,0
38031,3,2,0,0,0,0,0
32204,2,0,0,0,0,0,0
27955,1,0,0,0,0,0,0
27956,122,2,6,0,0,1,0
17763,1,0,0,0,0,0,0
134943,1,0,0,0,0,0,0
27951,12,0,0,0,0,0,0
134940,2,0,0,0,0,0,0
62423,1,0,0,0,0,0,0
62422,1,0,0,0,0,0,0
17012,64,61,0,0,16,0,0
52660,7,0,0,0,0,0,0
51908,129,49,1,0,0,0,0
52666,2,0,0,0,0,0,0
42766,1,0,0,0,0,0,0
135896,0,8,0,0,0,0,0
42763,1,0,0,0,0,0,0
63888,1,0,0,7,0,0,0
63889,841,49,3,0,0,0,0
42949,40,5,2,0,0,0,0
16134,80,6,0,32,0,1,0
27482,4,0,0,0,0,0,0
48453,3,0,0,0,1,0,0
48102,21,0,0,0,0,0,0
20453,1,0,0,0,0,0,0
20454,5047,885,109,2514,64,3,0
45753,802,368,17,141,0,0,0
20456,28,0,0,0,0,0,0
27489,0,0,0,0,2,0,0
134059,6,0,0,0,0,0,0
45758,217,9,1,0,6,0,0
41412,43,2,0,2,0,0,0
51335,0,2,0,12,0,0,0
39709,3,2,0,2,0,0,0
7315,1,0,0,0,0,0,0
39703,1,0,0,0,0,0,0
39700,71,0,0,0,0,0,0
39701,94,2,1,47,0,0,0
7311,0,0,0,0,2,0,0
44592,16,0,0,6,0,0,0
39704,67,2,0,96,0,0,0
133493,0,10,0,0,0,0,0
12305,1,0,0,0,0,0,0
11900,1,0,0,0,0,0,0
12306,79,28,6,0,28,0,0
12301,1812,101,6,19,553,0,0
18419,15,0,0,0,0,0,0
12302,30,0,2,0,0,0,0
33438,2,0,0,0,0,0,0
54519,0,2,2,0,0,0,0
198504,3,0,0,0,0,0,0
51200,1,0,0,0,0,0,0
59147,75,44,0,8,0,0,0
15629,5,0,0,0,0,0,0
264420,2,0,0,0,0,0,0
15626,24955,7258,405,142,0,1,0
12905,3,1,0,0,0,0,0
15623,6,1,0,0,0,0,0
30160,5,0,0,0,0,0,0
15621,472,0,0,0,0,0,0
30162,4,0,0,0,0,0,0
50793,916,0,88,11,0,3,0
10231,8,0,1,0,0,0,0
49855,2,0,0,8,0,0,0
49854,5,0,0,0,0,0,0
49851,0,2,0,0,0,0,0
21500,5,0,0,0,0,0,0
21503,12,0,0,0,124,0,0
21502,75,7,3,0,0,0,0
12734,2,0,0,0,0,0,0
20631,1,0,0,0,0,0,0
21508,21,0,1,0,0,0,0
12735,109,1,2,2,0,0,0
200796,0,0,0,4,0,0,0
12886,4,0,2,0,2,0,0
37228,6,2,0,0,0,0,0
52685,1,0,0,0,0,0,0
15958,1,0,0,0,0,0,0
15489,11,0,0,0,0,0,0
56689,1,0,0,0,0,0,0
15480,1,0,0,0,0,0,0
15954,23,4,1,8,0,2,0
50211,1,0,0,0,0,0,0
50213,4,0,0,0,0,0,0
50215,29,0,9,6,0,0,0
50214,62,18,1,0,2,0,0
7788,33,4,0,2,0,0,0
7786,0,0,0,1,4,0,0
263821,0,2,0,1,0,0,0
7784,18,1,0,0,8,0,0
7782,1,2,0,0,0,0,0
18676,0,0,1,0,0,0,0
197746,114,1,0,0,0,0,0
197747,2,2,0,0,0,0,0
197743,1,0,0,0,0,0,0
58768,4,2,0,0,0,0,0
197748,1,0,0,0,0,0,0
39551,0,2,0,0,0,0,0
44944,4,0,0,0,0,0,0
47811,2,0,0,0,0,0,0
47810,17,2,0,0,0,0,0
47815,19,0,0,1,0,0,0
47814,79,11,0,0,0,0,0
10993,6,0,0,180,0,0,0
48501,4,0,0,0,0,0,0
28250,2,0,1,0,0,0,0
262866,0,2,0,0,0,0,0
28707,72,7,0,4,0,0,0
11014,79,3,0,0,0,0,0
28258,1,0,0,0,0,0,0
14537,530,5,3,2,38,0,0
11013,10,0,7,1,0,0,0
8615,377,24,1,0,0,0,0
17888,1,0,0,0,0,0,0
34426,5,1,0,0,0,0,0
14332,9,0,0,4,3,0,0
34421,2,0,0,0,0,0,0
8612,1159,43,84,30,2,0,0
17881,18,3,1,2,0,0,0
38155,8,0,0,0,0,0,0
17883,8,0,0,0,0,0,0
17882,7,0,0,0,0,0,0
17885,1,0,0,0,3,0,0
17884,9,0,0,0,0,0,0
38152,0,0,0,0,2,0,0
11333,6,0,0,20,0,0,0
41026,1,0,0,0,0,0,0
201776,7,2,0,0,0,0,0
43220,59,2,0,24,2,0,0
11338,6,1,0,0,0,0,0
43226,0,0,0,8,21,0,0
51032,8,0,0,0,0,0,0
19107,3,0,0,0,0,0,0
51034,14,6,1,0,0,0,0
51035,7,3,1,0,0,0,0
199673,0,1,0,0,0,0,0
19108,4218,45,1,2,0,0,0
5714,7,0,0,0,0,0,0
5713,33,2,1,0,0,0,0
61308,2,0,0,0,0,0,0
61652,2,22,0,0,0,0,0
393259,0,12,0,2,0,0,0
35489,1,0,0,0,0,0,0
46805,7,2,0,3,0,0,0
60304,1,0,0,0,0,0,0
9008,19,3,2,6,0,0,0
14768,0,2,0,0,0,0,0
47105,0,39,0,0,0,0,0
28877,2,0,0,0,0,0,0
23835,2,0,0,0,0,0,0
28870,6,0,0,0,0,0,0
11488,2,0,2,0,0,0,0
11486,17,2,1,10,18,0,0
11483,27,0,0,0,34,0,0
28878,1,0,0,14,0,0,0
47268,1,0,0,0,18,0,0
202746,0,0,0,1,0,0,0
47269,8,10,0,0,0,0,0
263071,9,3,0,0,0,0,0
29062,8,0,0,0,0,0,0
18734,16,2,0,0,10,0,0
201194,1,0,0,0,0,0,0
46475,10286,1130,299,1735,77,29,0
43489,11,0,1,0,0,0,0
201193,0,0,0,0,2,0,0
25165,6,0,0,0,0,0,0
43955,19,3,0,5,0,0,0
25163,1,0,0,0,0,0,0
25160,0,6,0,0,0,0,0
55685,279,85,0,8,0,0,0
55684,0,12,0,0,0,2,0
16592,6,3,0,0,0,0,0
55680,0,4,0,0,0,0,0
16596,6,0,0,0,0,0,0
32281,1,0,0,0,0,0,0
262686,2,0,0,0,0,0,0
262687,1,0,0,0,0,0,0
55688,143,69,3,0,0,0,0
262680,5,0,0,0,0,0,0
21889,1,0,0,0,0,0,0
12683,32,3,0,0,0,0,0
12685,3,1,0,0,0,0,0
200828,0,0,1,0,0,0,0
12687,6,0,0,0,0,0,0
12688,58,1,0,4,1,0,0
42572,0,0,0,8,1,0,0
42571,18,0,0,0,0,0,0
42570,242,0,0,0,0,0,0
46055,18,1,0,0,0,0,0
30721,76,0,0,0,0,0,0
10823,0,1,0,0,0,0,0
56264,11,0,0,0,0,0,0
56268,1,0,0,0,0,0,0
52213,23,0,0,0,0,0,0
57683,31,0,2,4,0,0,0
57682,68,8,4,6,2,0,0
201999,216,38,7,6,0,0,0
53169,15,6,0,0,0,0,0
53166,4,0,0,0,0,0,0
53167,2,0,0,0,0,0,0
53164,5,0,0,0,0,0,0
57136,30,9,0,0,0,0,0
53160,1,0,0,0,0,0,0
7819,70,46,0,0,0,0,0
42683,5,0,0,0,0,0,0
42682,56,10,1,8,0,0,0
21086,0,7,0,0,0,0,0
21088,5,0,0,0,0,0,0
262215,3,0,0,0,0,0,0
32137,5,0,0,0,0,0,0
16371,761,139,61,32,21,0,0
47733,2,0,0,0,0,0,0
262668,5,0,0,0,0,0,0
61873,1,0,0,0,0,0,0
59854,5,2,0,0,0,0,0
26272,58,1,0,138,0,0,0
12476,54,0,0,0,0,0,0
54441,0,1,0,0,0,0,0
63436,3,0,0,0,0,0,0
9371,3057,281,67,1279,33,2,0
9370,471,44,12,206,7,0,0
27720,1,0,0,0,0,0,0
57354,1,0,0,0,0,0,0
57356,2,0,0,0,0,0,0
49628,29,0,0,0,0,0,0
21267,0,0,0,4,0,0,0
21260,11,1,2,0,0,0,0
21261,112,1,2,0,1,0,0
43531,29,0,0,0,0,0,0
14338,1,0,0,0,0,0,0
1828,0,0,0,0,1,0,0
1824,35,13,0,0,0,0,0
199026,2,0,0,0,0,0,0
34752,0,0,0,0,4,0,0
18837,165,0,0,0,244,0,0
2147,1,0,0,0,0,0,0
2140,2,0,0,0,0,0,0
134201,1,0,0,0,0,0,0
41881,57,2,1,0,0,0,0
134204,2,0,0,0,0,0,0
41887,15,8,0,6,12,0,0
45505,0,4,0,0,0,0,0
45504,0,6,0,0,0,0,0
48760,8,0,0,0,0,0,0
53250,6,0,0,0,0,0,0
15886,4,0,0,0,0,0,0
3277,0,0,1,0,0,0,0
15732,10,0,0,0,0,0,0
58158,1,0,0,0,0,0,0
14051,430,4,0,0,0,0,0
49446,2,0,0,0,0,0,0
394844,195,1,0,0,0,0,0
49444,89,0,1,0,0,0,0
59671,4,0,1,0,1,0,0
41080,3,0,0,0,0,0,0
264305,1,0,0,0,0,0,0
41084,10,0,0,0,0,0,0
15736,0,1,0,0,0,0,0
264536,1,0,0,0,0,0,0
36903,548,7,2,0,0,0,0
199599,485,4,1,0,0,0,0
36907,3,0,0,4,0,0,0
15738,2,0,0,0,0,0,0
36909,1,0,0,0,0,0,0
13224,1,0,0,0,0,0,0
14237,66,0,0,0,0,0,0
58486,8,0,0,0,0,0,0
58487,247,97,4,26,0,0,0
54303,0,2,0,0,0,0,0
32911,1,0,0,0,1,0,0
54301,1,4,0,58,0,0,0
14230,7,0,0,0,0,0,0
58488,4,6,0,0,0,0,0
24799,1,0,0,0,0,0,0
38701,8,2,0,0,0,0,0
38700,4415,56,4,22,0,0,0
38702,3,0,0,0,0,0,0
62214,9,9,2,0,0,0,0
327802,1,0,0,0,0,0,0
38707,4,0,0,0,0,0,0
62217,53,0,2,6,0,0,0
5486,15,0,3,0,0,0,0
3313,153,19,8,26,13,0,0
5484,34,0,0,0,0,0,0
5483,1119,711,11,5,13,2,0
58377,78,25,3,21,0,0,0
3316,7,0,1,0,0,0,0
20028,2,3,0,0,0,0,0
34858,3,0,0,0,0,0,0
30574,0,0,0,0,12,0,0
20021,899,121,21,1417,37,0,0
34857,7,0,0,0,0,0,0
44107,78,0,131,0,0,1,0
133001,5,0,0,0,0,0,0
12403,3,0,0,0,0,0,0
58277,662,9,4,25,2,0,0
44108,3,0,2,0,0,0,0
12400,387,42,6,1,110,0,0
132203,9052,794,0,0,93,0,0
47482,1,0,0,0,0,0,0
18199,0,0,0,4,0,0,0
18196,2,0,0,0,0,0,0
12406,122,6,1,1,6,0,0
132208,0,4,0,8,0,0,0
197163,1,0,0,0,0,0,0
41627,2,0,0,0,0,0,0
62,2,0,0,0,0,0,0
48716,686,112,238,217,0,0,0
48711,7,0,0,0,0,0,0
197160,0,2,0,0,0,0,0
48713,14,0,0,0,0,0,0
55699,13,0,0,0,0,0,0
41628,12,7,1,0,2,0,0
59689,0,0,0,0,6,0,0
59681,8,0,0,0,0,0,0
59682,1,0,0,0,0,0,0
59684,28,1,0,0,0,0,0
202645,5,0,0,0,0,0,0
31042,2295,67,11,10,0,0,0
40867,8,0,0,0,0,0,0
44365,1,0,0,0,0,0,0
263659,1,0,0,0,0,0,0
44368,11,0,0,0,4,0,0
44369,0,1,0,0,0,0,0
29396,13,5,0,4,0,0,0
29933,136,28,4,0,2,0,0
29422,218,55,3,10,10,0,0
263650,0,0,0,1,0,0,0
31044,16,1,0,0,0,0,0
1213,25,2,0,0,0,0,0
262309,1,0,0,0,0,0,0
33419,0,0,0,0,18,0,0
23136,154,1,14,6,0,7,0
23641,1,0,2,0,0,0,0
262300,3,0,0,0,0,0,0
23647,9,0,0,0,0,0,0
27738,13,0,0,0,0,0,0
15547,14,6,0,0,0,0,0
15544,11,2,0,0,0,0,0
15545,188,24,0,2,0,0,0
59421,38,0,0,0,0,0,0
6527,2,0,0,0,0,0,0
15541,4,0,0,8,0,0,0
48900,44,6,25,35,0,0,0
6528,3,0,0,0,0,0,0
8267,12,6,0,0,0,0,0
27734,2,0,0,0,0,0,0
8262,68,2,7,3,0,0,0
393310,0,2,0,0,0,0,0
206349,3,0,0,125,0,0,0
25999,6,0,0,4,0,0,0
25994,2,0,0,0,0,0,0
206617,147,3,0,0,0,0,0
263283,1,0,0,0,0,0,0
203295,0,3,0,0,0,0,0
29648,1,0,0,0,0,0,0
29649,31,0,2,0,0,0,0
7753,12,0,1,0,7,0,0
31624,9548,459,660,1565,15,6,0
31626,1,0,0,0,0,0,0
35104,82,0,0,0,0,0,0
35107,3,0,0,0,0,0,0
32458,223,0,0,0,0,0,0
394043,0,0,0,0,1,0,0
55479,2,0,0,0,0,0,0
32453,6,0,0,0,0,0,0
32451,0,1,0,0,0,0,0
55470,430,64,5,66,0,8,0
8400,4042,2,1,0,0,0,0
8401,52,0,0,1,0,0,0
8402,4364,86,22,10121,1,1,0
8404,53,0,2,0,0,0,0
34674,5,0,0,0,0,0,0
34676,3,2,0,0,0,0,0
50535,29,0,0,0,0,0,0
44814,9,0,0,0,0,0,0
44812,85,39,10,41,4,0,0
44811,1,0,0,0,0,0,0
7579,6,0,0,0,0,0,0
7578,6,0,0,0,2,0,0
33650,7,0,0,0,0,0,0
9812,62,17,2,4,0,0,0
44819,0,0,2,0,0,0,0
35818,570,63,4,30,0,1,0
35819,33,1,4,0,0,0,0
50022,12,1,0,0,0,0,0
35810,2,0,0,0,0,0,0
7837,1,0,0,0,1,0,0
35816,919,8,7,9,0,2,0
50027,16,0,0,0,0,0,0
14935,208,10,0,18,1,0,0
12690,3,0,0,0,0,0,0
8811,3,0,0,1,0,0,0
61460,1,0,0,0,0,0,0
18278,25,0,0,0,0,0,0
28717,5,2,0,0,0,0,0
61811,1,0,0,0,0,0,0
52972,6,0,1,0,0,0,0
52973,2,0,0,0,0,0,0
61810,1,0,0,0,0,0,0
52974,3,0,0,0,0,0,0
52979,2,0,0,0,0,0,0
4150,1,0,0,0,0,0,0
60849,1,0,0,0,0,0,0
263870,52,6,0,0,0,0,0
26467,4,0,0,0,0,0,0
26464,17,13,6,11,13,0,0
197291,13,0,0,5,0,0,0
13941,4,0,0,0,0,0,0
28111,6,1,0,0,0,0,0
28110,5,10,0,0,0,0,0
197296,1,0,0,0,0,0,0
16154,3,0,0,0,0,0,0
197298,3,6,0,0,0,0,0
